"ISSUE_SEVERITY","PROBLEM_TITLE","CWE","PROJECT_NAME","FIRST_INTRODUCED","ISSUE_STATUS","LAST_INTRODUCED","LAST_RESOLVED","PROBLEM_ID","LAST_IGNORED","PROJECT_OWNER","ISSUE_URL","VULN_DB_URL","PROJECT_URL","ISSUE_STATUS_INDICATOR","ISSUE_TYPE","INITIAL_ISSUE_TYPE"
"High","Hardcoded Secret","[""CWE-547""]","smb-automated-testing/indeed-smb-shield-data-generation","2022-11-10 19:03:21.670","Open","2022-11-10 19:03:21.670","\N","93da3874-0895-44b3-a53d-b61b6b05985e","\N","exp_jilboud","https://app.snyk.io/org/smb-automated-testing/project/d73aa793-5bee-4e5a-a9b3-1c73582b3fdd#issue-93da3874-0895-44b3-a53d-b61b6b05985e","\N","https://app.snyk.io/org/smb-automated-testing/project/d73aa793-5bee-4e5a-a9b3-1c73582b3fdd","Open","Vulnerability","CODE_SECURITY_VULNERABILITY"
"High","Hardcoded Secret","[""CWE-547""]","smb-automated-testing/indeed-smb-shield-data-generation","2022-11-10 19:03:21.670","Open","2022-11-10 19:03:21.670","\N","ef4c5daf-9cd5-4054-9e4b-f04dde3fc120","\N","exp_jilboud","https://app.snyk.io/org/smb-automated-testing/project/d73aa793-5bee-4e5a-a9b3-1c73582b3fdd#issue-ef4c5daf-9cd5-4054-9e4b-f04dde3fc120","\N","https://app.snyk.io/org/smb-automated-testing/project/d73aa793-5bee-4e5a-a9b3-1c73582b3fdd","Open","Vulnerability","CODE_SECURITY_VULNERABILITY"
"High","Hardcoded Secret","[""CWE-547""]","smb-automated-testing/indeed-smb-shield-data-generation","2022-11-10 19:03:21.670","Open","2022-11-10 19:03:21.670","\N","90cd2f1c-08a4-4999-9e2e-d7a2d6b2474d","\N","exp_jilboud","https://app.snyk.io/org/smb-automated-testing/project/d73aa793-5bee-4e5a-a9b3-1c73582b3fdd#issue-90cd2f1c-08a4-4999-9e2e-d7a2d6b2474d","\N","https://app.snyk.io/org/smb-automated-testing/project/d73aa793-5bee-4e5a-a9b3-1c73582b3fdd","Open","Vulnerability","CODE_SECURITY_VULNERABILITY"
"High","Hardcoded Secret","[""CWE-547""]","smb-automated-testing/indeed-smb-shield-data-generation","2022-11-10 19:03:21.670","Open","2022-11-10 19:03:21.670","\N","e2581874-ada0-4d97-b07f-f1f94df6a28c","\N","exp_jilboud","https://app.snyk.io/org/smb-automated-testing/project/d73aa793-5bee-4e5a-a9b3-1c73582b3fdd#issue-e2581874-ada0-4d97-b07f-f1f94df6a28c","\N","https://app.snyk.io/org/smb-automated-testing/project/d73aa793-5bee-4e5a-a9b3-1c73582b3fdd","Open","Vulnerability","CODE_SECURITY_VULNERABILITY"
"High","Hardcoded Secret","[""CWE-547""]","smb-automated-testing/indeed-smb-shield-data-generation","2022-11-10 19:03:21.670","Open","2022-11-10 19:03:21.670","\N","48ec2d33-2c6b-4620-ac72-2660ea8fbf9e","\N","exp_jilboud","https://app.snyk.io/org/smb-automated-testing/project/d73aa793-5bee-4e5a-a9b3-1c73582b3fdd#issue-48ec2d33-2c6b-4620-ac72-2660ea8fbf9e","\N","https://app.snyk.io/org/smb-automated-testing/project/d73aa793-5bee-4e5a-a9b3-1c73582b3fdd","Open","Vulnerability","CODE_SECURITY_VULNERABILITY"
"High","Hardcoded Secret","[""CWE-547""]","smb-automated-testing/indeed-smb-shield-data-generation","2022-11-10 19:03:21.670","Open","2022-11-10 19:03:21.670","\N","7628ad60-7770-4f07-869d-527ca88f5273","\N","exp_jilboud","https://app.snyk.io/org/smb-automated-testing/project/d73aa793-5bee-4e5a-a9b3-1c73582b3fdd#issue-7628ad60-7770-4f07-869d-527ca88f5273","\N","https://app.snyk.io/org/smb-automated-testing/project/d73aa793-5bee-4e5a-a9b3-1c73582b3fdd","Open","Vulnerability","CODE_SECURITY_VULNERABILITY"
"High","Hardcoded Secret","[""CWE-547""]","smb-automated-testing/indeed-smb-shield-data-generation","2022-11-10 19:03:21.670","Open","2022-11-10 19:03:21.670","\N","73c1b155-e5b9-4d0c-89b6-2abf533533d9","\N","exp_jilboud","https://app.snyk.io/org/smb-automated-testing/project/d73aa793-5bee-4e5a-a9b3-1c73582b3fdd#issue-73c1b155-e5b9-4d0c-89b6-2abf533533d9","\N","https://app.snyk.io/org/smb-automated-testing/project/d73aa793-5bee-4e5a-a9b3-1c73582b3fdd","Open","Vulnerability","CODE_SECURITY_VULNERABILITY"
"High","Hardcoded Secret","[""CWE-547""]","smb-automated-testing/indeed-smb-shield-data-generation","2022-11-10 19:03:21.670","Open","2022-11-10 19:03:21.670","\N","1a6bad35-8564-40c0-b14f-36eb0ae75f2a","\N","exp_jilboud","https://app.snyk.io/org/smb-automated-testing/project/d73aa793-5bee-4e5a-a9b3-1c73582b3fdd#issue-1a6bad35-8564-40c0-b14f-36eb0ae75f2a","\N","https://app.snyk.io/org/smb-automated-testing/project/d73aa793-5bee-4e5a-a9b3-1c73582b3fdd","Open","Vulnerability","CODE_SECURITY_VULNERABILITY"
"High","Hardcoded Secret","[""CWE-547""]","smb-automated-testing/indeed-smb-shield-data-generation","2022-11-10 19:03:21.670","Open","2022-11-10 19:03:21.670","\N","88ce0feb-113c-4b82-9c3f-8d816b18665d","\N","exp_jilboud","https://app.snyk.io/org/smb-automated-testing/project/d73aa793-5bee-4e5a-a9b3-1c73582b3fdd#issue-88ce0feb-113c-4b82-9c3f-8d816b18665d","\N","https://app.snyk.io/org/smb-automated-testing/project/d73aa793-5bee-4e5a-a9b3-1c73582b3fdd","Open","Vulnerability","CODE_SECURITY_VULNERABILITY"
"High","Hardcoded Secret","[""CWE-547""]","smb-automated-testing/indeed-smb-shield-data-generation","2022-11-10 19:03:21.670","Open","2022-11-10 19:03:21.670","\N","cb177bad-e4dc-4669-99b0-6f8d2e82d2b7","\N","exp_jilboud","https://app.snyk.io/org/smb-automated-testing/project/d73aa793-5bee-4e5a-a9b3-1c73582b3fdd#issue-cb177bad-e4dc-4669-99b0-6f8d2e82d2b7","\N","https://app.snyk.io/org/smb-automated-testing/project/d73aa793-5bee-4e5a-a9b3-1c73582b3fdd","Open","Vulnerability","CODE_SECURITY_VULNERABILITY"
"High","Hardcoded Secret","[""CWE-547""]","smb-automated-testing/indeed-smb-shield-data-generation","2022-11-10 19:03:21.670","Open","2022-11-10 19:03:21.670","\N","ff576c6e-dd55-404b-8c47-f739f7a0019a","\N","exp_jilboud","https://app.snyk.io/org/smb-automated-testing/project/d73aa793-5bee-4e5a-a9b3-1c73582b3fdd#issue-ff576c6e-dd55-404b-8c47-f739f7a0019a","\N","https://app.snyk.io/org/smb-automated-testing/project/d73aa793-5bee-4e5a-a9b3-1c73582b3fdd","Open","Vulnerability","CODE_SECURITY_VULNERABILITY"
"High","Hardcoded Secret","[""CWE-547""]","smb-automated-testing/indeed-smb-shield-data-generation","2022-11-10 19:03:21.670","Open","2022-11-10 19:03:21.670","\N","5805bcc2-39a2-4e5d-9221-1c55225caa1c","\N","exp_jilboud","https://app.snyk.io/org/smb-automated-testing/project/d73aa793-5bee-4e5a-a9b3-1c73582b3fdd#issue-5805bcc2-39a2-4e5d-9221-1c55225caa1c","\N","https://app.snyk.io/org/smb-automated-testing/project/d73aa793-5bee-4e5a-a9b3-1c73582b3fdd","Open","Vulnerability","CODE_SECURITY_VULNERABILITY"
"High","Hardcoded Secret","[""CWE-547""]","smb-automated-testing/indeed-smb-shield-data-generation","2022-11-10 19:03:21.670","Open","2022-11-10 19:03:21.670","\N","6a6bb9cd-491b-493d-8de1-4ac6bd591111","\N","exp_jilboud","https://app.snyk.io/org/smb-automated-testing/project/d73aa793-5bee-4e5a-a9b3-1c73582b3fdd#issue-6a6bb9cd-491b-493d-8de1-4ac6bd591111","\N","https://app.snyk.io/org/smb-automated-testing/project/d73aa793-5bee-4e5a-a9b3-1c73582b3fdd","Open","Vulnerability","CODE_SECURITY_VULNERABILITY"
"High","Hardcoded Secret","[""CWE-547""]","smb-automated-testing/indeed-smb-shield-data-generation","2022-11-10 19:03:21.670","Open","2022-11-16 19:17:26.845","2022-11-15 18:51:52.021","29976e06-bd39-424e-b4e6-02d08927ca23","\N","exp_jilboud","https://app.snyk.io/org/smb-automated-testing/project/d73aa793-5bee-4e5a-a9b3-1c73582b3fdd#issue-29976e06-bd39-424e-b4e6-02d08927ca23","\N","https://app.snyk.io/org/smb-automated-testing/project/d73aa793-5bee-4e5a-a9b3-1c73582b3fdd","Open","Vulnerability","CODE_SECURITY_VULNERABILITY"
"High","Hardcoded Secret","[""CWE-547""]","smb-automated-testing/indeed-smb-shield-data-generation","2022-11-10 19:03:21.670","Open","2022-11-14 19:45:27.107","2022-11-13 18:53:25.773","3422bc84-b2ea-4bfc-a5bb-16acd03125e1","\N","exp_jilboud","https://app.snyk.io/org/smb-automated-testing/project/d73aa793-5bee-4e5a-a9b3-1c73582b3fdd#issue-3422bc84-b2ea-4bfc-a5bb-16acd03125e1","\N","https://app.snyk.io/org/smb-automated-testing/project/d73aa793-5bee-4e5a-a9b3-1c73582b3fdd","Open","Vulnerability","CODE_SECURITY_VULNERABILITY"
"High","Hardcoded Secret","[""CWE-547""]","smb-automated-testing/indeed-smb-shield-data-generation","2022-11-10 19:03:21.670","Open","2022-11-10 19:03:21.670","\N","cdcdca91-1366-404d-b10a-cee5af904c48","\N","exp_jilboud","https://app.snyk.io/org/smb-automated-testing/project/d73aa793-5bee-4e5a-a9b3-1c73582b3fdd#issue-cdcdca91-1366-404d-b10a-cee5af904c48","\N","https://app.snyk.io/org/smb-automated-testing/project/d73aa793-5bee-4e5a-a9b3-1c73582b3fdd","Open","Vulnerability","CODE_SECURITY_VULNERABILITY"
"High","Use of Hardcoded, Security-relevant Constants","[""CWE-547""]","code-intelligence/infosphere-mysql","2022-11-10 19:52:57.636","Open","2022-11-10 19:52:57.636","\N","cf0f3127-3487-4ee5-b1b8-47e9f0948d4f","\N","\N","https://app.snyk.io/org/code-intelligence/project/e11e7d09-bbd2-4ea2-add1-9b5267d6d90a#issue-cf0f3127-3487-4ee5-b1b8-47e9f0948d4f","\N","https://app.snyk.io/org/code-intelligence/project/e11e7d09-bbd2-4ea2-add1-9b5267d6d90a","Open","Vulnerability","CODE_SECURITY_VULNERABILITY"
"High","Hardcoded Secret","[""CWE-547""]","localization-tools/django-ta-example","2022-11-10 17:36:07.672","Open","2022-11-10 17:36:07.672","\N","1d3e903e-2a89-46b1-acbe-b29cf63fdeec","\N","gp_rhuetz","https://app.snyk.io/org/localization-tools/project/fbf70f1c-bfc1-481a-8b92-f9e6f57537c1#issue-1d3e903e-2a89-46b1-acbe-b29cf63fdeec","\N","https://app.snyk.io/org/localization-tools/project/fbf70f1c-bfc1-481a-8b92-f9e6f57537c1","Open","Vulnerability","CODE_SECURITY_VULNERABILITY"
"High","Hardcoded Secret","[""CWE-547""]","labs/raven-email-client-django-test","2022-11-10 18:03:07.010","Open","2022-11-10 18:03:07.010","\N","bd4332d4-083a-43fb-aadd-2e516cdff797","\N","gp_sraslan","https://app.snyk.io/org/labs-rwl/project/abf90f88-d2b2-4f2b-9f87-62bca4207551#issue-bd4332d4-083a-43fb-aadd-2e516cdff797","\N","https://app.snyk.io/org/labs-rwl/project/abf90f88-d2b2-4f2b-9f87-62bca4207551","Open","Vulnerability","CODE_SECURITY_VULNERABILITY"
"High","Hardcoded Secret","[""CWE-547""]","dradis/autoclaim-manage-webapp","2022-11-11 06:10:00.517","Open","2022-11-11 06:10:00.517","\N","b02cfb3d-e1b7-47ab-9fcd-da9974d08d76","\N","gp_rhuetz","https://app.snyk.io/org/dradis/project/e2f49e07-4ac2-410e-94b4-9733ac8491bd#issue-b02cfb3d-e1b7-47ab-9fcd-da9974d08d76","\N","https://app.snyk.io/org/dradis/project/e2f49e07-4ac2-410e-94b4-9733ac8491bd","Open","Vulnerability","CODE_SECURITY_VULNERABILITY"
"High","Hardcoded Secret","[""CWE-547""]","online-marketing/tba-django-tut","2022-11-11 03:30:53.372","Open","2022-11-11 03:30:53.372","\N","541d6841-90d4-425d-bd5f-9880e95ec49c","\N","gp_sraslan","https://app.snyk.io/org/online-marketing/project/ffaeea5b-a370-4939-9ea6-d5325a7e69b6#issue-541d6841-90d4-425d-bd5f-9880e95ec49c","\N","https://app.snyk.io/org/online-marketing/project/ffaeea5b-a370-4939-9ea6-d5325a7e69b6","Open","Vulnerability","CODE_SECURITY_VULNERABILITY"
"High","Hardcoded Secret","[""CWE-547""]","jobseeker-apis/uil-integration-tests","2022-11-10 20:23:21.140","Open","2022-11-10 20:23:21.140","\N","6917f07c-81b4-45ed-9ecc-b61979d5a083","\N","gp_rhuetz","https://app.snyk.io/org/jobseeker-apis/project/94ed2ed4-8a5b-44fe-bd42-f8a223e06b19#issue-6917f07c-81b4-45ed-9ecc-b61979d5a083","\N","https://app.snyk.io/org/jobseeker-apis/project/94ed2ed4-8a5b-44fe-bd42-f8a223e06b19","Open","Vulnerability","CODE_SECURITY_VULNERABILITY"
"High","Hardcoded Secret","[""CWE-547""]","cs-universe/ihp-he-domain-api","2022-11-10 18:04:28.793","Open","2022-11-10 18:04:28.793","\N","0bc92a46-93cb-4259-9aed-9e36f2cb55e0","\N","gp_sraslan","https://app.snyk.io/org/cs-universe-nc3/project/42d75d06-8a6b-446a-afbd-fe3470bfb043#issue-0bc92a46-93cb-4259-9aed-9e36f2cb55e0","\N","https://app.snyk.io/org/cs-universe-nc3/project/42d75d06-8a6b-446a-afbd-fe3470bfb043","Open","Vulnerability","CODE_SECURITY_VULNERABILITY"
"High","Hardcoded Secret","[""CWE-547""]","techbiz/indexed-employer-portal","2022-11-11 06:56:51.548","Open","2022-11-11 06:56:51.548","\N","4c05cf2f-b523-4698-a50f-2a3172fa2e0d","\N","gp_rhuetz","https://app.snyk.io/org/techbiz/project/8004dc20-0bbe-4033-85a0-3643beeb041e#issue-4c05cf2f-b523-4698-a50f-2a3172fa2e0d","\N","https://app.snyk.io/org/techbiz/project/8004dc20-0bbe-4033-85a0-3643beeb041e","Open","Vulnerability","CODE_SECURITY_VULNERABILITY"
"High","Hardcoded Secret","[""CWE-547""]","techbiz/fhuang-django-workshop","2022-11-11 08:00:21.089","Open","2022-11-11 08:00:21.089","\N","ea913d0e-b5be-4cab-bf2d-f09e4d6f70d7","\N","gp_rhuetz","https://app.snyk.io/org/techbiz/project/36bb00af-28d9-4e6d-92ed-dc0c66fd059a#issue-ea913d0e-b5be-4cab-bf2d-f09e4d6f70d7","\N","https://app.snyk.io/org/techbiz/project/36bb00af-28d9-4e6d-92ed-dc0c66fd059a","Open","Vulnerability","CODE_SECURITY_VULNERABILITY"
"High","Hardcoded Secret","[""CWE-547""]","techbiz/squad-br-dradis-landing","2022-11-10 21:35:59.395","Open","2022-11-10 21:35:59.395","\N","a9b0d68a-f884-4ce4-93c7-a686ec7f4ab4","\N","gp_rhuetz","https://app.snyk.io/org/techbiz/project/1a3b77f6-3fbb-4f91-a88f-300b2e62c94c#issue-a9b0d68a-f884-4ce4-93c7-a686ec7f4ab4","\N","https://app.snyk.io/org/techbiz/project/1a3b77f6-3fbb-4f91-a88f-300b2e62c94c","Open","Vulnerability","CODE_SECURITY_VULNERABILITY"
"High","Hardcoded Secret","[""CWE-547""]","enterprise-tba/interview-portal","2022-11-11 03:04:36.157","Open","2022-11-11 03:04:36.157","\N","c8af5bf9-ec2e-4630-8a32-61b32f8a95e0","\N","gp_rhuetz","https://app.snyk.io/org/enterprise-tba/project/cb7f3394-973a-4748-89d9-264263dd03be#issue-c8af5bf9-ec2e-4630-8a32-61b32f8a95e0","\N","https://app.snyk.io/org/enterprise-tba/project/cb7f3394-973a-4748-89d9-264263dd03be","Open","Vulnerability","CODE_SECURITY_VULNERABILITY"
"High","Hardcoded Secret","[""CWE-547""]","enterprise-tba/b2sbx","2022-11-11 04:15:49.213","Open","2022-11-11 04:15:49.213","\N","8d76d97b-53dc-4679-bd91-b2fc00701314","\N","gp_rhuetz","https://app.snyk.io/org/enterprise-tba/project/9e7164ad-b5ee-4cee-94a1-a9e0d23e6dec#issue-8d76d97b-53dc-4679-bd91-b2fc00701314","\N","https://app.snyk.io/org/enterprise-tba/project/9e7164ad-b5ee-4cee-94a1-a9e0d23e6dec","Open","Vulnerability","CODE_SECURITY_VULNERABILITY"
"High","Hardcoded Secret","[""CWE-547""]","enterprise-tba/betty","2022-11-10 20:50:20.870","Open","2022-11-10 20:50:20.870","\N","09375b91-21ca-4b81-b35c-0f064401a7fb","\N","gp_rhuetz","https://app.snyk.io/org/enterprise-tba/project/f0b38c2f-0d8d-4c3e-9c3c-c6a2780085d1#issue-09375b91-21ca-4b81-b35c-0f064401a7fb","\N","https://app.snyk.io/org/enterprise-tba/project/f0b38c2f-0d8d-4c3e-9c3c-c6a2780085d1","Open","Vulnerability","CODE_SECURITY_VULNERABILITY"
"High","Hardcoded Secret","[""CWE-547""]","pet/sda-webapp","2022-11-11 03:23:08.929","Open","2022-11-11 03:23:08.929","\N","7f3427ee-7b5a-4d83-a5e1-d7f998d5d659","\N","gp_sraslan","https://app.snyk.io/org/pet-6k1/project/6f930573-c026-43db-ad8c-4fa969a3eb3a#issue-7f3427ee-7b5a-4d83-a5e1-d7f998d5d659","\N","https://app.snyk.io/org/pet-6k1/project/6f930573-c026-43db-ad8c-4fa969a3eb3a","Open","Vulnerability","CODE_SECURITY_VULNERABILITY"
